serie,Classe
0.3251478260124914,False
-0.07537200629327799,False
-0.27563192244616275,False
0.12488790985960674,False
-0.4091385332147525,True
0.8591742690868507,False
-1.0099182816734067,False
0.39190113139678634,False
0.19164121524390162,False
0.12488790985960674,True
-0.6761517547519321,False
-0.2088786170618678,False
-0.07537200629327799,False
0.3251478260124914,False
-0.008618700908983081,False
-0.008618700908983081,False
-0.27563192244616275,False
0.058134604475311824,False
0.12488790985960674,True
0.658914352933966,True
-1.1434248924419965,False
-0.27563192244616275,False
-0.07537200629327799,False
0.19164121524390162,False
0.19164121524390162,True
-0.9431649762891118,False
0.5254077421653761,False
-0.6761517547519321,False
0.5254077421653761,False
0.12488790985960674,False
0.39190113139678634,False
-0.008618700908983081,False
-0.1421253116775729,False
-0.1421253116775729,False
-0.1421253116775729,False
-0.1421253116775729,False
-1.2101781978262913,False
0.5921610475496711,False
1.1261874906240303,False
-0.2088786170618678,False
-1.9444645570535353,True
-0.742905060136227,False
-1.7442046409006506,False
0.9259275744711456,False
-0.6093984493676372,False
0.39190113139678634,False
0.39190113139678634,False
0.9259275744711456,False
-0.2088786170618678,False
0.658914352933966,False
0.5921610475496711,False
2.060733766004159,False
-0.5426451439833423,True
1.9939804606198641,False
-0.27563192244616275,False
0.12488790985960674,False
0.12488790985960674,False
-1.9444645570535353,False
0.9926808798554405,False
0.7256676583182609,False
0.25839452062819657,False
-8.286028568561552,False
-0.34238522783045766,False
1.39320071216121,False
-0.5426451439833423,False
2.9952800413842873,False
-2.6119976108964846,False
0.19164121524390162,False
0.7924209637025558,False
-3.4130372755080236,False
0.9926808798554405,False
1.0594341852397355,True
-0.8764116709048169,False
0.7256676583182609,False
-1.0766715870577015,False
-2.0112178624378303,False
0.12488790985960674,False
-2.9457641378179593,False
0.7256676583182609,False
2.060733766004159,False
-0.34238522783045766,False
-1.0766715870577015,False
-0.8764116709048169,False
1.2596941013926202,False
-0.9431649762891118,False
0.19164121524390162,False
0.7256676583182609,False
-2.1447244732064203,False
0.658914352933966,False
0.45865443678108125,False
-1.1434248924419965,False
-0.742905060136227,False
0.8591742690868507,False
-0.47589183859904743,False
-1.0766715870577015,False
0.058134604475311824,False
-0.9431649762891118,False
0.19164121524390162,False
-0.2088786170618678,False
-1.5439447247477658,False
-0.9431649762891118,False
0.45865443678108125,True
0.9259275744711456,False
-0.809658365520522,False
-0.1421253116775729,False
2.661513514462813,False
0.8591742690868507,True
-2.0779711678221253,False
1.9272271552355693,False
0.19164121524390162,False
0.39190113139678634,False
0.19164121524390162,False
1.1261874906240303,False
0.5921610475496711,False
4.93112589752884,False
0.25839452062819657,False
0.3251478260124914,False
0.39190113139678634,False
1.1261874906240303,False
-0.1421253116775729,False
0.058134604475311824,False
-0.2088786170618678,False
-0.34238522783045766,False
0.058134604475311824,False
-0.27563192244616275,False
-0.4091385332147525,False
-0.6761517547519321,False
-0.008618700908983081,False
0.3251478260124914,False
0.45865443678108125,True
0.658914352933966,False
-0.34238522783045766,False
-0.07537200629327799,False
-0.6093984493676372,False
0.658914352933966,True
-0.742905060136227,False
-0.27563192244616275,False
0.7256676583182609,False
1.2596941013926202,False
0.9259275744711456,True
-1.1434248924419965,False
0.058134604475311824,False
-0.47589183859904743,False
0.3251478260124914,False
-0.8764116709048169,False
0.5254077421653761,False
-0.008618700908983081,False
-0.07537200629327799,False
-0.2088786170618678,False
0.7256676583182609,False
-0.1421253116775729,False
-0.1421253116775729,False
0.5254077421653761,True
-0.809658365520522,False
-0.34238522783045766,False
-0.07537200629327799,False
-0.008618700908983081,False
-0.4091385332147525,False
0.5921610475496711,False
-0.4091385332147525,False
0.5254077421653761,False
-0.809658365520522,False
0.25839452062819657,False
-0.4091385332147525,False
0.45865443678108125,False
-0.47589183859904743,False
-0.27563192244616275,False
0.5254077421653761,False
-1.410438113979176,False
0.25839452062819657,False
-0.1421253116775729,False
0.12488790985960674,False
-0.6761517547519321,True
-0.5426451439833423,False
0.3251478260124914,False
0.12488790985960674,False
-0.1421253116775729,True
1.1261874906240303,False
-0.34238522783045766,False
0.3251478260124914,False
-0.4091385332147525,False
-0.1421253116775729,False
0.25839452062819657,False
0.12488790985960674,False
-0.1421253116775729,False
-0.4091385332147525,False
0.12488790985960674,False
0.5254077421653761,False
-0.6761517547519321,False
0.658914352933966,False
-0.6093984493676372,False
-1.5439447247477658,False
0.12488790985960674,False
-1.410438113979176,False
0.39190113139678634,False
-0.008618700908983081,False
-0.5426451439833423,False
-0.008618700908983081,False
0.5254077421653761,False
-0.34238522783045766,False
0.5254077421653761,True
0.7924209637025558,False
-0.2088786170618678,False
0.12488790985960674,True
3.1287866521528773,False
-0.6761517547519321,False
-0.47589183859904743,False
0.8591742690868507,False
-0.2088786170618678,False
0.3251478260124914,False
-0.2088786170618678,False
0.058134604475311824,False
0.8591742690868507,False
-1.410438113979176,False
-0.4091385332147525,False
-0.4091385332147525,False
0.7256676583182609,False
0.5921610475496711,False
-0.4091385332147525,False
0.45865443678108125,False
1.0594341852397355,False
-0.5426451439833423,False
-0.47589183859904743,False
0.8591742690868507,False
-0.4091385332147525,False
0.25839452062819657,False
0.5921610475496711,True
1.8604738498512743,False
0.12488790985960674,False
-0.47589183859904743,False
1.0594341852397355,False
-0.34238522783045766,False
-0.34238522783045766,False
0.3251478260124914,False
0.25839452062819657,False
-0.34238522783045766,False
0.5921610475496711,False
0.45865443678108125,False
0.25839452062819657,False
-0.34238522783045766,False
-0.6093984493676372,False
0.19164121524390162,False
0.45865443678108125,False
-0.5426451439833423,False
-0.008618700908983081,False
0.25839452062819657,False
-0.07537200629327799,False
-0.4091385332147525,False
0.5254077421653761,False
0.12488790985960674,False
-0.4091385332147525,False
-0.1421253116775729,False
0.39190113139678634,False
-0.008618700908983081,False
0.058134604475311824,True
1.2596941013926202,False
-0.8764116709048169,False
-0.4091385332147525,False
-0.5426451439833423,False
0.25839452062819657,False
-0.07537200629327799,False
0.19164121524390162,False
0.19164121524390162,False
-0.1421253116775729,False
0.12488790985960674,False
-0.47589183859904743,False
1.1929407960083251,False
-0.008618700908983081,False
-0.1421253116775729,False
-0.8764116709048169,False
-1.5439447247477658,True
0.5921610475496711,False
0.25839452062819657,False
0.19164121524390162,False
-0.008618700908983081,False
-1.0099182816734067,False
-0.47589183859904743,False
0.45865443678108125,False
0.25839452062819657,False
-1.6106980301320608,False
0.058134604475311824,False
-1.0099182816734067,False
7.935024639822111,False
0.12488790985960674,False
0.7924209637025558,False
0.12488790985960674,False
-0.008618700908983081,False
-0.2088786170618678,False
-0.07537200629327799,False
-0.4091385332147525,False
0.39190113139678634,False
-0.07537200629327799,False
-0.27563192244616275,False
0.25839452062819657,False
0.39190113139678634,False
-0.27563192244616275,False
-0.1421253116775729,False
0.058134604475311824,False
-0.6093984493676372,False
0.12488790985960674,False
0.25839452062819657,False
-0.47589183859904743,False
0.3251478260124914,False
-0.4091385332147525,False
-0.47589183859904743,False
-0.34238522783045766,False
-0.2088786170618678,True
-1.410438113979176,False
0.3251478260124914,False
0.25839452062819657,False
-0.1421253116775729,True
0.8591742690868507,False
-0.008618700908983081,False
0.658914352933966,False
-0.07537200629327799,False
0.5921610475496711,False
-0.809658365520522,False
-0.27563192244616275,True
-1.0099182816734067,False
0.058134604475311824,False
0.058134604475311824,False
0.058134604475311824,False
-0.6093984493676372,False
-0.4091385332147525,False
-0.5426451439833423,False
0.19164121524390162,False
0.19164121524390162,False
-0.07537200629327799,False
0.5254077421653761,False
-0.07537200629327799,False
-0.07537200629327799,False
-0.6093984493676372,False
-0.008618700908983081,True
1.0594341852397355,False
-0.34238522783045766,False
-0.1421253116775729,True
0.5254077421653761,False
-0.27563192244616275,False
-0.27563192244616275,False
-0.27563192244616275,True
-0.6761517547519321,False
-0.4091385332147525,False
-0.1421253116775729,False
0.058134604475311824,False
-0.1421253116775729,False
0.12488790985960674,False
0.8591742690868507,False
0.25839452062819657,False
-0.008618700908983081,False
-0.4091385332147525,False
-0.4091385332147525,False
0.12488790985960674,False
0.25839452062819657,False
-0.34238522783045766,False
-0.6093984493676372,False
0.19164121524390162,False
-0.1421253116775729,False
0.658914352933966,False
-0.1421253116775729,False
0.3251478260124914,False
0.7924209637025558,False
0.3251478260124914,False
0.39190113139678634,False
0.45865443678108125,True
-0.5426451439833423,False
-0.34238522783045766,False
-0.4091385332147525,False
0.39190113139678634,False
0.19164121524390162,False
0.3251478260124914,True
-0.742905060136227,False
-1.0099182816734067,False
0.5921610475496711,False
1.7269672390826845,False
0.12488790985960674,False
0.7256676583182609,False
-0.4091385332147525,False
0.12488790985960674,False
-8.68654840086732,True
-4.347583550888151,False
-3.146024053970844,False
-0.47589183859904743,False
-1.477191419363471,False
2.8617734306156977,False
1.2596941013926202,False
-1.477191419363471,False
-1.8109579462849454,False
-0.6761517547519321,False
1.4599540175455048,False
-2.6119976108964846,True
-3.012517443202254,False
2.1942403767727487,False
-1.3436848085948812,False
0.3251478260124914,False
1.5267073229297998,False
0.45865443678108125,False
-0.8764116709048169,False
-0.47589183859904743,False
-0.9431649762891118,False
-1.410438113979176,False
0.25839452062819657,False
0.19164121524390162,False
-1.9444645570535353,True
-0.9431649762891118,False
-1.8777112516692405,False
0.9259275744711456,False
-1.0099182816734067,False
0.8591742690868507,False
0.3251478260124914,False
-0.27563192244616275,False
1.6602139336983897,False
-0.47589183859904743,False
-0.8764116709048169,False
-1.0766715870577015,False
0.25839452062819657,True
-1.1434248924419965,False
-0.8764116709048169,False
0.058134604475311824,False
-0.6761517547519321,False
0.19164121524390162,False
-1.477191419363471,False
0.7256676583182609,False
0.5254077421653761,False
-0.1421253116775729,False
-0.5426451439833423,False
-0.2088786170618678,False
0.3251478260124914,False
-1.6106980301320608,False
1.7937205444669795,False
-0.07537200629327799,False
0.9259275744711456,False
-0.4091385332147525,False
2.3277469875413384,False
-0.8764116709048169,False
-0.008618700908983081,False
0.7256676583182609,False
-0.008618700908983081,False
-0.6761517547519321,False
0.12488790985960674,False
1.2596941013926202,True
-1.8777112516692405,False
0.39190113139678634,False
0.39190113139678634,False
0.9259275744711456,True
-1.1434248924419965,False
-1.6106980301320608,False
0.19164121524390162,False
-1.3436848085948812,False
0.5921610475496711,False
-1.9444645570535353,False
2.9285267359999927,False
-0.4091385332147525,True
-0.809658365520522,False
-0.2088786170618678,False
0.5921610475496711,True
-1.3436848085948812,False
0.39190113139678634,False
0.45865443678108125,False
-0.07537200629327799,True
0.5921610475496711,False
0.25839452062819657,False
-0.4091385332147525,False
-0.27563192244616275,False
-1.410438113979176,False
-2.6787509162807797,False
-1.0766715870577015,False
-0.9431649762891118,True
-0.742905060136227,False
-0.8764116709048169,False
-0.2088786170618678,False
0.9926808798554405,False
-0.008618700908983081,False
-0.809658365520522,False
0.25839452062819657,True
-0.742905060136227,False
-0.34238522783045766,False
1.8604738498512743,False
-0.34238522783045766,False
0.058134604475311824,False
0.12488790985960674,True
-1.6774513355163556,False
0.12488790985960674,False
-1.7442046409006506,False
-0.742905060136227,False
0.8591742690868507,False
0.25839452062819657,False
-0.6761517547519321,False
0.3251478260124914,False
0.058134604475311824,False
0.9926808798554405,True
-2.9457641378179593,True
-0.8764116709048169,False
-0.1421253116775729,True
-0.8764116709048169,False
-0.6093984493676372,False
0.5254077421653761,False
0.19164121524390162,True
0.8591742690868507,False
0.25839452062819657,False
-0.2088786170618678,True
-1.0099182816734067,False
0.19164121524390162,False
-0.008618700908983081,False
0.39190113139678634,False
0.9259275744711456,False
-0.47589183859904743,True
-0.6093984493676372,False
0.25839452062819657,False
0.5921610475496711,True
-1.410438113979176,False
0.5921610475496711,False
0.658914352933966,False
-0.008618700908983081,False
-0.742905060136227,False
0.7256676583182609,False
1.1929407960083251,False
-0.2088786170618678,False
0.658914352933966,False
-0.5426451439833423,False
0.25839452062819657,True
1.1929407960083251,False
-0.1421253116775729,False
-0.6093984493676372,False
0.7256676583182609,False
0.45865443678108125,False
-0.2088786170618678,False
0.3251478260124914,False
0.058134604475311824,False
-0.2088786170618678,False
-1.0766715870577015,False
-0.27563192244616275,False
0.45865443678108125,True
-1.7442046409006506,False
-0.809658365520522,False
-0.07537200629327799,False
0.19164121524390162,True
-0.809658365520522,False
0.3251478260124914,False
0.5254077421653761,True
1.1261874906240303,True
-5.015116604731101,True
-3.2795306647394336,False
-0.34238522783045766,False
0.058134604475311824,True
-1.8109579462849454,False
0.5254077421653761,False
-1.6106980301320608,False
0.9926808798554405,False
0.5254077421653761,False
-0.07537200629327799,False
-2.0779711678221253,True
-1.0099182816734067,True
-4.481090161656741,False
-1.8109579462849454,False
-0.6761517547519321,False
-2.27823108397501,False
3.329046568305762,False
-1.5439447247477658,False
2.060733766004159,False
0.19164121524390162,True
-1.9444645570535353,False
0.3251478260124914,False
0.5921610475496711,False
-2.4784910001278946,False
-3.079270748586549,False
1.9939804606198641,False
0.3251478260124914,False
-1.0766715870577015,False
1.326447406776915,False
-0.4091385332147525,False
-0.742905060136227,False
0.5254077421653761,True
-2.0112178624378303,False
-0.07537200629327799,False
-0.2088786170618678,False
0.45865443678108125,False
-0.5426451439833423,True
-1.7442046409006506,False
-0.34238522783045766,True
-1.2769315032105863,True
-1.1434248924419965,False
1.1261874906240303,False
1.0594341852397355,False
1.8604738498512743,False
0.39190113139678634,False
-0.34238522783045766,False
-0.5426451439833423,True
1.2596941013926202,False
-1.6106980301320608,False
-0.4091385332147525,False
0.058134604475311824,False
-1.1434248924419965,False
0.39190113139678634,True
1.1261874906240303,False
1.39320071216121,False
0.3251478260124914,False
-0.47589183859904743,True
1.39320071216121,True
1.5267073229297998,True
-1.0766715870577015,False
0.12488790985960674,False
0.19164121524390162,False
0.9259275744711456,False
1.7937205444669795,False
-1.8109579462849454,False
1.4599540175455048,False
-1.8777112516692405,False
0.45865443678108125,True
2.661513514462813,False
0.19164121524390162,False
0.19164121524390162,False
-1.5439447247477658,False
0.9926808798554405,False
-1.2101781978262913,False
-0.1421253116775729,False
-3.2127773593551385,False
1.5934606283140946,False
-0.4091385332147525,False
-2.2114777785907154,False
-0.6093984493676372,False
0.058134604475311824,False
-1.0766715870577015,True
0.7924209637025558,True
0.8591742690868507,False
0.19164121524390162,False
-0.07537200629327799,True
1.2596941013926202,False
1.2596941013926202,False
0.5254077421653761,False
1.0594341852397355,True
-0.9431649762891118,False
-0.1421253116775729,False
0.5254077421653761,False
0.12488790985960674,False
0.25839452062819657,False
-0.742905060136227,False
-0.07537200629327799,False
1.1929407960083251,False
0.5921610475496711,False
0.3251478260124914,False
0.19164121524390162,True
-1.8777112516692405,True
-1.410438113979176,False
-0.008618700908983081,False
1.2596941013926202,True
1.1261874906240303,False
-0.6093984493676372,False
-0.07537200629327799,False
0.12488790985960674,False
-0.6093984493676372,False
0.9259275744711456,True
-1.2769315032105863,False
-0.1421253116775729,False
-0.34238522783045766,False
0.19164121524390162,False
0.45865443678108125,False
-0.2088786170618678,False
0.12488790985960674,False
-0.47589183859904743,False
-0.6093984493676372,False
-0.47589183859904743,True
0.9259275744711456,False
0.058134604475311824,False
0.058134604475311824,False
0.25839452062819657,False
0.25839452062819657,False
0.058134604475311824,False
-0.5426451439833423,False
0.058134604475311824,False
0.8591742690868507,False
0.19164121524390162,False
-0.07537200629327799,False
-0.9431649762891118,True
-0.742905060136227,True
-0.742905060136227,False
0.39190113139678634,False
0.12488790985960674,False
-1.9444645570535353,False
-0.4091385332147525,False
0.8591742690868507,False
0.39190113139678634,False
0.5921610475496711,False
-0.742905060136227,False
0.19164121524390162,False
-1.0766715870577015,False
-1.7442046409006506,False
0.3251478260124914,False
-2.1447244732064203,False
-0.47589183859904743,False
0.7256676583182609,False
0.3251478260124914,False
0.8591742690868507,False
0.658914352933966,False
-0.07537200629327799,False
-0.1421253116775729,False
-0.07537200629327799,False
1.2596941013926202,False
-0.34238522783045766,False
-0.47589183859904743,False
0.7924209637025558,False
-0.47589183859904743,False
-0.8764116709048169,False
0.12488790985960674,False
0.8591742690868507,False
0.3251478260124914,False
-0.07537200629327799,False
0.12488790985960674,False
-1.0766715870577015,False
2.661513514462813,False
-2.344984389359305,False
0.058134604475311824,False
1.0594341852397355,False
-0.2088786170618678,False
0.5921610475496711,True
-15.161619023143926,False
-3.2127773593551385,False
0.12488790985960674,False
2.2609936821570433,False
3.1287866521528773,False
4.530606065223071,False
1.8604738498512743,False
0.5921610475496711,False
-2.9457641378179593,False
-1.5439447247477658,False
-0.742905060136227,False
5.4651523406032,False
4.66411267599166,True
3.329046568305762,False
-0.5426451439833423,False
2.3277469875413384,True
-3.079270748586549,False
-0.742905060136227,False
-1.477191419363471,False
-1.2769315032105863,False
2.1942403767727487,False
-2.5452443055121896,False
0.9926808798554405,False
-0.6093984493676372,True
1.39320071216121,True
1.7937205444669795,False
0.8591742690868507,False
-2.6787509162807797,False
1.5267073229297998,False
1.5934606283140946,False
0.5254077421653761,False
0.9926808798554405,False
-0.27563192244616275,False
1.1261874906240303,False
-0.9431649762891118,False
1.326447406776915,False
-0.34238522783045766,True
-1.3436848085948812,False
0.5254077421653761,False
0.12488790985960674,False
1.0594341852397355,False
-0.9431649762891118,False
0.5921610475496711,False
-0.47589183859904743,True
3.0620333467685823,False
0.9259275744711456,False
-1.2769315032105863,False
0.25839452062819657,False
-1.1434248924419965,False
-0.6093984493676372,False
0.8591742690868507,False
0.39190113139678634,False
0.9259275744711456,False
0.19164121524390162,False
-0.2088786170618678,True
-1.3436848085948812,False
0.19164121524390162,False
0.39190113139678634,False
-1.1434248924419965,False
-0.2088786170618678,False
0.058134604475311824,False
0.3251478260124914,False
-0.47589183859904743,False
-0.6093984493676372,False
-0.47589183859904743,False
0.45865443678108125,False
-1.0766715870577015,True
1.1929407960083251,False
-0.07537200629327799,False
-2.4784910001278946,False
2.661513514462813,True
4.263592843685891,False
0.8591742690868507,False
-0.6093984493676372,False
-2.0779711678221253,False
0.7256676583182609,False
0.9926808798554405,False
-0.742905060136227,False
-0.742905060136227,False
0.45865443678108125,False
0.25839452062819657,False
-0.2088786170618678,False
-0.47589183859904743,False
0.058134604475311824,False
-1.2101781978262913,False
0.7256676583182609,True
1.39320071216121,False
-1.8109579462849454,False
0.5921610475496711,False
-0.5426451439833423,False
0.45865443678108125,False
-0.6761517547519321,False
-0.1421253116775729,False
-0.008618700908983081,False
0.058134604475311824,True
1.1261874906240303,False
0.25839452062819657,False
0.25839452062819657,False
-0.6761517547519321,False
0.7256676583182609,False
0.19164121524390162,False
-1.0766715870577015,False
0.19164121524390162,False
-0.2088786170618678,False
-0.5426451439833423,False
-0.27563192244616275,False
-0.34238522783045766,False
0.39190113139678634,True
-0.9431649762891118,False
0.12488790985960674,False
0.5254077421653761,False
0.5254077421653761,False
-0.742905060136227,False
-0.4091385332147525,False
-1.2769315032105863,False
-1.0099182816734067,False
0.658914352933966,False
0.12488790985960674,False
-0.742905060136227,False
-0.2088786170618678,True
1.5934606283140946,False
0.5921610475496711,False
-0.27563192244616275,False
-0.008618700908983081,False
-0.809658365520522,False
0.25839452062819657,False
0.058134604475311824,False
-1.2101781978262913,False
-1.2101781978262913,False
0.7256676583182609,True
1.1261874906240303,False
-0.07537200629327799,False
-0.6093984493676372,False
-0.1421253116775729,False
0.3251478260124914,False
0.658914352933966,False
0.12488790985960674,False
0.12488790985960674,False
-0.34238522783045766,True
0.658914352933966,False
0.8591742690868507,False
-0.1421253116775729,False
-0.47589183859904743,False
0.058134604475311824,False
-0.07537200629327799,False
0.5921610475496711,False
-0.9431649762891118,False
0.658914352933966,False
-0.4091385332147525,False
-0.5426451439833423,True
10.338143633656728,False
-3.6800504970452033,False
0.5921610475496711,False
-1.2769315032105863,True
3.462553179074352,False
0.658914352933966,False
-0.6093984493676372,False
-0.6761517547519321,False
0.39190113139678634,False
-0.1421253116775729,False
0.8591742690868507,False
-0.27563192244616275,False
3.462553179074352,False
-0.4091385332147525,False
0.45865443678108125,False
0.5254077421653761,False
0.658914352933966,False
1.6602139336983897,False
1.2596941013926202,False
-2.0779711678221253,False
-0.5426451439833423,False
0.7924209637025558,False
1.0594341852397355,False
-2.4784910001278946,False
-0.6761517547519321,False
-0.809658365520522,False
-0.27563192244616275,False
-0.6093984493676372,True
1.8604738498512743,False
-0.809658365520522,False
0.25839452062819657,False
1.7937205444669795,False
1.1929407960083251,False
0.12488790985960674,False
-0.6761517547519321,False
1.39320071216121,False
1.5267073229297998,False
1.1261874906240303,False
-0.8764116709048169,False
0.45865443678108125,False
-0.07537200629327799,False
-0.6093984493676372,False
0.9259275744711456,False
0.12488790985960674,False
-1.1434248924419965,False
0.12488790985960674,False
1.2596941013926202,True
-1.0099182816734067,False
-0.1421253116775729,False
0.45865443678108125,False
-0.47589183859904743,False
0.7256676583182609,False
-0.34238522783045766,False
-0.1421253116775729,False
-0.008618700908983081,False
-1.1434248924419965,False
0.5921610475496711,False
0.5254077421653761,False
-0.6093984493676372,False
0.658914352933966,False
-0.008618700908983081,False
-0.27563192244616275,True
0.9926808798554405,False
-0.1421253116775729,False
-0.008618700908983081,False
-0.1421253116775729,False
0.3251478260124914,False
0.7924209637025558,False
0.5254077421653761,True
1.0594341852397355,False
0.8591742690868507,False
-0.2088786170618678,False
0.5921610475496711,False
0.25839452062819657,False
0.19164121524390162,False
-0.6761517547519321,False
-0.8764116709048169,False
0.45865443678108125,False
-0.1421253116775729,True
0.7256676583182609,False
-0.6093984493676372,False
1.1929407960083251,False
-0.27563192244616275,False
0.5921610475496711,False
1.326447406776915,False
0.9259275744711456,False
0.25839452062819657,True
1.326447406776915,False
-0.27563192244616275,False
-0.008618700908983081,False
-5.68264965857405,False
-0.07537200629327799,False
0.12488790985960674,False
0.058134604475311824,False
-0.1421253116775729,False
-0.27563192244616275,False
0.3251478260124914,False
0.058134604475311824,False
0.058134604475311824,False
-0.1421253116775729,True
-0.809658365520522,False
-1.0099182816734067,False
-0.07537200629327799,False
-1.3436848085948812,False
1.326447406776915,False
-0.008618700908983081,True
2.7282668198471076,False
-0.742905060136227,False
-0.6761517547519321,False
-0.5426451439833423,False
-0.6093984493676372,False
0.5921610475496711,True
-0.9431649762891118,False
-0.008618700908983081,False
-0.47589183859904743,False
-0.809658365520522,False
0.3251478260124914,False
0.3251478260124914,False
-0.6761517547519321,True
0.7924209637025558,False
0.058134604475311824,False
-0.27563192244616275,False
0.45865443678108125,False
-0.34238522783045766,False
-0.008618700908983081,False
-0.4091385332147525,False
0.7924209637025558,False
-0.07537200629327799,False
-0.47589183859904743,False
-0.2088786170618678,False
-0.2088786170618678,False
-0.008618700908983081,False
0.3251478260124914,False
0.25839452062819657,False
-0.5426451439833423,True
0.658914352933966,False
-0.1421253116775729,False
0.25839452062819657,False
-0.2088786170618678,False
0.058134604475311824,True
1.39320071216121,False
0.058134604475311824,False
0.12488790985960674,False
0.3251478260124914,False
-0.07537200629327799,False
-0.1421253116775729,False
0.658914352933966,False
0.45865443678108125,False
0.7256676583182609,True
2.060733766004159,False
-0.34238522783045766,False
-0.1421253116775729,False
-0.1421253116775729,False
-1.1434248924419965,False
-0.008618700908983081,False
0.5254077421653761,False
0.39190113139678634,False
-0.07537200629327799,False
0.12488790985960674,False
-0.742905060136227,False
0.12488790985960674,False
-0.1421253116775729,False
-0.1421253116775729,False
0.19164121524390162,False
0.12488790985960674,False
1.0594341852397355,False
-0.27563192244616275,False
-0.6761517547519321,False
0.12488790985960674,False
-0.2088786170618678,False
0.058134604475311824,False
0.39190113139678634,False
-0.5426451439833423,False
-0.27563192244616275,False
0.19164121524390162,False
0.19164121524390162,False
-0.27563192244616275,False
-0.07537200629327799,True
-0.809658365520522,False
-0.008618700908983081,False
-0.4091385332147525,True
-1.477191419363471,False
-0.6093984493676372,False
-0.47589183859904743,True
1.2596941013926202,False
-0.27563192244616275,False
0.5921610475496711,True
2.3277469875413384,False
-0.34238522783045766,False
-1.9444645570535353,False
0.658914352933966,False
1.1929407960083251,True
-0.9431649762891118,False
-1.410438113979176,False
1.8604738498512743,False
-0.4091385332147525,True
1.1261874906240303,False
1.1261874906240303,False
1.9272271552355693,False
0.39190113139678634,False
-1.2769315032105863,False
1.0594341852397355,False
-0.809658365520522,False
0.5254077421653761,False
1.9939804606198641,False
-0.6761517547519321,False
1.2596941013926202,False
-0.4091385332147525,False
0.45865443678108125,False
0.19164121524390162,False
-0.8764116709048169,False
-0.6093984493676372,False
0.25839452062819657,False
-0.1421253116775729,False
0.12488790985960674,True
-1.410438113979176,False
-0.6761517547519321,False
0.3251478260124914,False
0.5254077421653761,False
0.5921610475496711,False
-0.6761517547519321,False
0.19164121524390162,False
0.8591742690868507,False
-3.3462839701237286,False
0.19164121524390162,False
0.12488790985960674,False
0.658914352933966,False
-0.008618700908983081,False
4.463852759838776,False
1.8604738498512743,False
-0.1421253116775729,False
0.5921610475496711,False
0.3251478260124914,False
0.12488790985960674,False
-1.0099182816734067,False
-2.0779711678221253,False
-1.0766715870577015,False
-0.2088786170618678,False
-0.9431649762891118,False
0.5254077421653761,False
-1.9444645570535353,False
-0.5426451439833423,False
-0.4091385332147525,False
-0.9431649762891118,False
-1.6106980301320608,False
1.4599540175455048,False
-0.07537200629327799,False
1.5934606283140946,False
0.3251478260124914,False
-0.1421253116775729,False
-0.6093984493676372,True
1.0594341852397355,False
-2.6119976108964846,False
0.7924209637025558,False
-0.8764116709048169,False
-0.6093984493676372,False
-1.0099182816734067,False
-1.0099182816734067,False
6.466451921367623,True
0.7256676583182609,False
-0.1421253116775729,False
-0.809658365520522,False
-0.27563192244616275,False
0.19164121524390162,False
-0.07537200629327799,False
-0.008618700908983081,False
0.12488790985960674,False
-0.9431649762891118,False
-0.5426451439833423,False
-0.07537200629327799,False
-1.477191419363471,False
0.058134604475311824,False
1.2596941013926202,False
-0.1421253116775729,False
-0.4091385332147525,False
-1.2101781978262913,False
-0.2088786170618678,False
-0.6761517547519321,False
-1.3436848085948812,False
0.25839452062819657,False
-2.2114777785907154,False
-1.0099182816734067,False
1.0594341852397355,False
-0.1421253116775729,False
0.658914352933966,False
-0.07537200629327799,False
0.5921610475496711,False
-0.5426451439833423,False
0.5921610475496711,False
-0.34238522783045766,True
-0.6093984493676372,False
0.25839452062819657,False
-1.2101781978262913,False
0.9259275744711456,False
-0.07537200629327799,False
0.12488790985960674,False
-0.008618700908983081,False
-0.5426451439833423,True
-1.2769315032105863,False
-0.5426451439833423,True
-2.344984389359305,False
0.45865443678108125,False
-0.742905060136227,False
0.45865443678108125,True
-0.6761517547519321,False
0.058134604475311824,False
-1.6106980301320608,False
-2.7455042216650742,False
0.9259275744711456,False
-1.3436848085948812,False
0.19164121524390162,True
1.2596941013926202,False
0.658914352933966,False
-1.2769315032105863,False
-0.809658365520522,False
-0.07537200629327799,False
0.7256676583182609,False
-0.2088786170618678,True
-4.013817023966678,True
1.9939804606198641,False
1.39320071216121,False
0.058134604475311824,False
-0.9431649762891118,True
-1.1434248924419965,False
-0.34238522783045766,True
2.3945002929256334,False
-0.07537200629327799,False
0.45865443678108125,False
-0.5426451439833423,False
-1.0099182816734067,False
0.7924209637025558,False
-0.1421253116775729,False
-0.6093984493676372,False
-0.5426451439833423,False
0.8591742690868507,False
0.25839452062819657,False
-1.5439447247477658,False
0.25839452062819657,False
1.1929407960083251,False
-0.1421253116775729,False
-0.1421253116775729,False
-0.4091385332147525,True
0.658914352933966,False
0.3251478260124914,False
-0.34238522783045766,False
-1.2101781978262913,False
-0.4091385332147525,True
-1.1434248924419965,False
-0.2088786170618678,False
-2.4117376947436,False
1.1261874906240303,False
-1.0766715870577015,False
-0.07537200629327799,False
-1.410438113979176,False
-1.2101781978262913,False
-0.47589183859904743,False
1.0594341852397355,False
1.326447406776915,False
-0.809658365520522,False
-1.1434248924419965,False
-1.3436848085948812,False
2.661513514462813,False
